#ID  #HF #MP2 #CCSD(T)
1422 0.00 0.00 0.00
6648 0.00 0.00 0.00
1186 0.00 0.00 0.00
 929 0.00 0.00 0.00
2721 0.00 0.00 0.00
1859 0.00 0.00 0.00
4078 0.00 0.00 0.00
6262 0.00 0.00 0.00
2255 0.00 0.00 0.00
  40 0.00 0.00 0.00
1661 0.00 0.00 0.00
5041 0.00 0.00 0.00
6315 0.00 0.00 0.00
3899 0.00 0.00 0.00
 810 0.00 0.00 0.00
3392 0.00 0.00 0.00
3626 0.00 0.00 0.00
6814 0.00 0.00 0.00
7145 0.00 0.00 0.00
  32 0.00 0.00 0.00
2628 0.00 0.00 0.00
 195 0.00 0.00 0.00
3916 0.00 0.00 0.00
5482 0.00 0.00 0.00
5600 0.00 0.00 0.00
5705 0.00 0.00 0.00
 120 0.00 0.00 0.00
3895 0.00 0.00 0.00
6676 0.00 0.00 0.00
3212 0.00 0.00 0.00
 162 0.00 0.00 0.00
6427 0.00 0.00 0.00
1781 0.00 0.00 0.00
1802 0.00 0.00 0.00
5433 0.00 0.00 0.00
 222 0.00 0.00 0.00
2044 0.00 0.00 0.00
1934 0.00 0.00 0.00
5121 0.00 0.00 0.00
7198 0.00 0.00 0.00
5150 0.00 0.00 0.00
4112 0.00 0.00 0.00
 652 0.00 0.00 0.00
6962 0.00 0.00 0.00
6350 0.00 0.00 0.00
4107 0.00 0.00 0.00
2438 0.00 0.00 0.00
1983 0.00 0.00 0.00
1529 0.00 0.00 0.00
1194 0.00 0.00 0.00
5743 0.00 0.00 0.00
6508 0.00 0.00 0.00
4293 0.00 0.00 0.00
4948 0.00 0.00 0.00
6616 0.00 0.00 0.00
4408 0.00 0.00 0.00
2022 0.00 0.00 0.00
2444 0.00 0.00 0.00
2975 0.00 0.00 0.00
6498 0.00 0.00 0.00
4104 0.00 0.00 0.00
2020 0.00 0.00 0.00
4606 0.00 0.00 0.00
 672 0.00 0.00 0.00
6993 0.00 0.00 0.00
2400 0.00 0.00 0.00
5155 0.00 0.00 0.00
2747 0.00 0.00 0.00
1127 0.00 0.00 0.00
3325 0.00 0.00 0.00
 240 0.00 0.00 0.00
 322 0.00 0.00 0.00
 325 0.00 0.00 0.00
 368 0.00 0.00 0.00
 384 0.00 0.00 0.00
 597 0.00 0.00 0.00
 646 0.00 0.00 0.00
 655 0.00 0.00 0.00
 966 0.00 0.00 0.00
1052 0.00 0.00 0.00
1164 0.00 0.00 0.00
1172 0.00 0.00 0.00
1173 0.00 0.00 0.00
1175 0.00 0.00 0.00
1236 0.00 0.00 0.00
1274 0.00 0.00 0.00
1518 0.00 0.00 0.00
1522 0.00 0.00 0.00
1524 0.00 0.00 0.00
1526 0.00 0.00 0.00
1527 0.00 0.00 0.00
1531 0.00 0.00 0.00
1532 0.00 0.00 0.00
1542 0.00 0.00 0.00
1545 0.00 0.00 0.00
1547 0.00 0.00 0.00
1549 0.00 0.00 0.00
1554 0.00 0.00 0.00
1558 0.00 0.00 0.00
1561 0.00 0.00 0.00
1563 0.00 0.00 0.00
1572 0.00 0.00 0.00
1573 0.00 0.00 0.00
1576 0.00 0.00 0.00
1581 0.00 0.00 0.00
1582 0.00 0.00 0.00
1587 0.00 0.00 0.00
1589 0.00 0.00 0.00
1591 0.00 0.00 0.00
1592 0.00 0.00 0.00
1594 0.00 0.00 0.00
1605 0.00 0.00 0.00
1609 0.00 0.00 0.00
1616 0.00 0.00 0.00
1621 0.00 0.00 0.00
1647 0.00 0.00 0.00
1696 0.00 0.00 0.00
1711 0.00 0.00 0.00
1722 0.00 0.00 0.00
1731 0.00 0.00 0.00
1755 0.00 0.00 0.00
1776 0.00 0.00 0.00
1857 0.00 0.00 0.00
1858 0.00 0.00 0.00
1917 0.00 0.00 0.00
1961 0.00 0.00 0.00
1962 0.00 0.00 0.00
1963 0.00 0.00 0.00
2443 0.00 0.00 0.00
2622 0.00 0.00 0.00
2645 0.00 0.00 0.00
2764 0.00 0.00 0.00
2801 0.00 0.00 0.00
2805 0.00 0.00 0.00
2821 0.00 0.00 0.00
2854 0.00 0.00 0.00
2862 0.00 0.00 0.00
2866 0.00 0.00 0.00
2870 0.00 0.00 0.00
2883 0.00 0.00 0.00
2916 0.00 0.00 0.00
3002 0.00 0.00 0.00
3061 0.00 0.00 0.00
3065 0.00 0.00 0.00
3066 0.00 0.00 0.00
3067 0.00 0.00 0.00
3069 0.00 0.00 0.00
3073 0.00 0.00 0.00
3076 0.00 0.00 0.00
3082 0.00 0.00 0.00
3083 0.00 0.00 0.00
3085 0.00 0.00 0.00
3112 0.00 0.00 0.00
3115 0.00 0.00 0.00
3118 0.00 0.00 0.00
3119 0.00 0.00 0.00
3129 0.00 0.00 0.00
3131 0.00 0.00 0.00
3133 0.00 0.00 0.00
3145 0.00 0.00 0.00
3146 0.00 0.00 0.00
3155 0.00 0.00 0.00
3170 0.00 0.00 0.00
3218 0.00 0.00 0.00
3246 0.00 0.00 0.00
3266 0.00 0.00 0.00
3279 0.00 0.00 0.00
3291 0.00 0.00 0.00
3349 0.00 0.00 0.00
3432 0.00 0.00 0.00
3505 0.00 0.00 0.00
3534 0.00 0.00 0.00
3927 0.00 0.00 0.00
4115 0.00 0.00 0.00
4258 0.00 0.00 0.00
4268 0.00 0.00 0.00
4273 0.00 0.00 0.00
4329 0.00 0.00 0.00
4340 0.00 0.00 0.00
4357 0.00 0.00 0.00
4546 0.00 0.00 0.00
4547 0.00 0.00 0.00
4550 0.00 0.00 0.00
4555 0.00 0.00 0.00
4564 0.00 0.00 0.00
4569 0.00 0.00 0.00
4589 0.00 0.00 0.00
4590 0.00 0.00 0.00
4591 0.00 0.00 0.00
4593 0.00 0.00 0.00
4595 0.00 0.00 0.00
4598 0.00 0.00 0.00
4599 0.00 0.00 0.00
4600 0.00 0.00 0.00
4603 0.00 0.00 0.00
4605 0.00 0.00 0.00
4608 0.00 0.00 0.00
4609 0.00 0.00 0.00
4613 0.00 0.00 0.00
4659 0.00 0.00 0.00
4663 0.00 0.00 0.00
4664 0.00 0.00 0.00
4678 0.00 0.00 0.00
4686 0.00 0.00 0.00
4689 0.00 0.00 0.00
4713 0.00 0.00 0.00
4722 0.00 0.00 0.00
4734 0.00 0.00 0.00
4745 0.00 0.00 0.00
4749 0.00 0.00 0.00
4751 0.00 0.00 0.00
4754 0.00 0.00 0.00
4779 0.00 0.00 0.00
4781 0.00 0.00 0.00
4790 0.00 0.00 0.00
4794 0.00 0.00 0.00
4827 0.00 0.00 0.00
4831 0.00 0.00 0.00
4842 0.00 0.00 0.00
4859 0.00 0.00 0.00
4862 0.00 0.00 0.00
4869 0.00 0.00 0.00
4882 0.00 0.00 0.00
4926 0.00 0.00 0.00
4946 0.00 0.00 0.00
4950 0.00 0.00 0.00
4954 0.00 0.00 0.00
4955 0.00 0.00 0.00
4956 0.00 0.00 0.00
4966 0.00 0.00 0.00
4967 0.00 0.00 0.00
5066 0.00 0.00 0.00
5067 0.00 0.00 0.00
5069 0.00 0.00 0.00
5072 0.00 0.00 0.00
5074 0.00 0.00 0.00
5129 0.00 0.00 0.00
5192 0.00 0.00 0.00
5312 0.00 0.00 0.00
5317 0.00 0.00 0.00
5318 0.00 0.00 0.00
5358 0.00 0.00 0.00
5369 0.00 0.00 0.00
5375 0.00 0.00 0.00
5411 0.00 0.00 0.00
5413 0.00 0.00 0.00
5420 0.00 0.00 0.00
5434 0.00 0.00 0.00
5449 0.00 0.00 0.00
5451 0.00 0.00 0.00
5507 0.00 0.00 0.00
5609 0.00 0.00 0.00
5613 0.00 0.00 0.00
5615 0.00 0.00 0.00
5627 0.00 0.00 0.00
5631 0.00 0.00 0.00
5634 0.00 0.00 0.00
5729 0.00 0.00 0.00
5836 0.00 0.00 0.00
5864 0.00 0.00 0.00
5879 0.00 0.00 0.00
5880 0.00 0.00 0.00
5889 0.00 0.00 0.00
5893 0.00 0.00 0.00
5899 0.00 0.00 0.00
5902 0.00 0.00 0.00
5996 0.00 0.00 0.00
6000 0.00 0.00 0.00
6007 0.00 0.00 0.00
6010 0.00 0.00 0.00
6012 0.00 0.00 0.00
6090 0.00 0.00 0.00
6091 0.00 0.00 0.00
6098 0.00 0.00 0.00
6101 0.00 0.00 0.00
6103 0.00 0.00 0.00
6111 0.00 0.00 0.00
6116 0.00 0.00 0.00
6117 0.00 0.00 0.00
6142 0.00 0.00 0.00
6167 0.00 0.00 0.00
6168 0.00 0.00 0.00
6170 0.00 0.00 0.00
6175 0.00 0.00 0.00
6201 0.00 0.00 0.00
6240 0.00 0.00 0.00
6290 0.00 0.00 0.00
6309 0.00 0.00 0.00
6346 0.00 0.00 0.00
6351 0.00 0.00 0.00
6353 0.00 0.00 0.00
6354 0.00 0.00 0.00
6431 0.00 0.00 0.00
6453 0.00 0.00 0.00
6457 0.00 0.00 0.00
6464 0.00 0.00 0.00
6465 0.00 0.00 0.00
6472 0.00 0.00 0.00
6473 0.00 0.00 0.00
6502 0.00 0.00 0.00
6507 0.00 0.00 0.00
6511 0.00 0.00 0.00
6528 0.00 0.00 0.00
6536 0.00 0.00 0.00
6542 0.00 0.00 0.00
6598 0.00 0.00 0.00
6601 0.00 0.00 0.00
6603 0.00 0.00 0.00
6604 0.00 0.00 0.00
6617 0.00 0.00 0.00
6622 0.00 0.00 0.00
6626 0.00 0.00 0.00
6628 0.00 0.00 0.00
6635 0.00 0.00 0.00
6682 0.00 0.00 0.00
6774 0.00 0.00 0.00
6781 0.00 0.00 0.00
6785 0.00 0.00 0.00
6787 0.00 0.00 0.00
6799 0.00 0.00 0.00
6801 0.00 0.00 0.00
6830 0.00 0.00 0.00
6834 0.00 0.00 0.00
6873 0.00 0.00 0.00
6874 0.00 0.00 0.00
6899 0.00 0.00 0.00
6903 0.00 0.00 0.00
6904 0.00 0.00 0.00
6905 0.00 0.00 0.00
6915 0.00 0.00 0.00
6917 0.00 0.00 0.00
6919 0.00 0.00 0.00
6924 0.00 0.00 0.00
6927 0.00 0.00 0.00
6928 0.00 0.00 0.00
6929 0.00 0.00 0.00
6932 0.00 0.00 0.00
6933 0.00 0.00 0.00
6934 0.00 0.00 0.00
6935 0.00 0.00 0.00
6939 0.00 0.00 0.00
6948 0.00 0.00 0.00
6950 0.00 0.00 0.00
6951 0.00 0.00 0.00
6954 0.00 0.00 0.00
6956 0.00 0.00 0.00
6957 0.00 0.00 0.00
6967 0.00 0.00 0.00
6969 0.00 0.00 0.00
7002 0.00 0.00 0.00
7003 0.00 0.00 0.00
7004 0.00 0.00 0.00
7029 0.00 0.00 0.00
7030 0.00 0.00 0.00
7031 0.00 0.00 0.00
7032 0.00 0.00 0.00
7036 0.00 0.00 0.00
7041 0.00 0.00 0.00
7045 0.00 0.00 0.00
7046 0.00 0.00 0.00
7047 0.00 0.00 0.00
7048 0.00 0.00 0.00
7049 0.00 0.00 0.00
7052 0.00 0.00 0.00
7053 0.00 0.00 0.00
7054 0.00 0.00 0.00
7059 0.00 0.00 0.00
7062 0.00 0.00 0.00
7065 0.00 0.00 0.00
7066 0.00 0.00 0.00
7069 0.00 0.00 0.00
7074 0.00 0.00 0.00
7075 0.00 0.00 0.00
7076 0.00 0.00 0.00
7077 0.00 0.00 0.00
7082 0.00 0.00 0.00
7089 0.00 0.00 0.00
7090 0.00 0.00 0.00
7091 0.00 0.00 0.00
7093 0.00 0.00 0.00
7094 0.00 0.00 0.00
7095 0.00 0.00 0.00
7096 0.00 0.00 0.00
7097 0.00 0.00 0.00
7106 0.00 0.00 0.00
7108 0.00 0.00 0.00
7109 0.00 0.00 0.00
7110 0.00 0.00 0.00
7111 0.00 0.00 0.00
7114 0.00 0.00 0.00
7115 0.00 0.00 0.00
7118 0.00 0.00 0.00
7119 0.00 0.00 0.00
7121 0.00 0.00 0.00
7136 0.00 0.00 0.00
7155 0.00 0.00 0.00
7156 0.00 0.00 0.00
7157 0.00 0.00 0.00
7158 0.00 0.00 0.00
7159 0.00 0.00 0.00
7165 0.00 0.00 0.00
7184 0.00 0.00 0.00
7185 0.00 0.00 0.00
7186 0.00 0.00 0.00
7193 0.00 0.00 0.00
7194 0.00 0.00 0.00
7195 0.00 0.00 0.00
7196 0.00 0.00 0.00
7197 0.00 0.00 0.00
7201 0.00 0.00 0.00
7202 0.00 0.00 0.00
7203 0.00 0.00 0.00
7204 0.00 0.00 0.00
7205 0.00 0.00 0.00
7206 0.00 0.00 0.00
7207 0.00 0.00 0.00
7208 0.00 0.00 0.00
7209 0.00 0.00 0.00
7210 0.00 0.00 0.00
7211 0.00 0.00 0.00
   1 -0.47 -0.47 -0.51
   2 0.23 0.05 0.03
   3 -0.03 0.20 0.19
   4 0.32 0.56 0.46
   5 -1.15 -0.93 -1.03
   6 0.08 0.04 0.00
   8 0.20 0.26 0.21
   9 0.06 0.14 0.15
  10 -0.21 -0.25 -0.27
  11 0.79 0.32 0.43
  12 0.38 0.44 0.33
  13 0.68 0.71 0.68
  14 -0.00 0.12 0.04
  15 0.02 0.03 0.01
  16 -0.48 -0.75 -0.71
  17 -1.31 -1.21 -1.18
  18 -0.68 -0.48 -0.56
  19 0.28 0.35 0.31
  20 -0.24 -0.31 -0.30
  21 0.56 0.63 0.62
  25 -0.85 -0.90 -0.87
  26 0.66 0.63 0.57
  27 -0.10 -0.08 -0.08
  29 -0.70 -0.59 -0.61
  30 -0.69 -0.49 -0.49
  31 -0.18 -0.23 -0.23
  33 0.41 0.00 0.35
  34 0.33 0.45 0.40
  35 0.52 0.08 0.18
  36 0.21 0.33 0.26
  37 -0.56 -0.30 -0.33
  38 -0.51 -0.46 -0.49
  39 -0.30 -0.27 -0.30
  41 -0.24 -0.25 -0.23
  42 -0.60 -0.27 -0.42
  43 0.48 0.45 0.44
  44 -0.32 -0.25 -0.29
  45 -0.13 -0.07 -0.10
  46 -0.03 0.05 -0.03
  47 -0.38 -0.31 -0.38
  49 -0.01 -0.22 -0.17
  50 -0.76 -0.71 -0.68
  51 -0.93 -0.43 -0.59
  52 -0.59 -0.33 -0.40
  53 -0.15 -0.05 -0.05
  54 0.59 0.67 0.65
  55 0.33 0.46 0.40
  56 -0.40 -0.63 -0.62
  58 -0.18 -0.27 -0.26
  59 0.19 0.19 0.14
  60 -1.79 -1.84 -1.82
  61 -0.27 -0.08 -0.11
  62 -0.44 -0.37 -0.36
  63 -0.88 -0.68 -0.76
  64 -0.31 -0.23 -0.24
  65 0.23 0.39 0.36
  66 -0.13 -0.23 -0.18
  67 -0.06 -0.08 -0.07
  68 -1.65 -1.17 -1.20
  69 0.16 0.17 0.15
  70 -0.55 -0.34 -0.39
  71 -0.81 -0.72 -0.81
  72 0.26 0.45 0.38
  74 -0.80 -0.30 -0.32
  75 -0.80 -0.62 -0.63
  76 0.35 0.42 0.40
  77 -0.31 -0.27 -0.25
  78 -0.21 -0.28 -0.25
  79 -0.42 -0.43 -0.44
  80 -0.12 -0.07 -0.09
  81 0.22 0.13 0.12
  82 0.20 0.35 0.28
  83 0.64 0.51 0.49
  84 0.38 0.42 0.42
  85 -0.18 -0.28 -0.24
  86 0.49 0.43 0.41
  87 0.13 0.19 0.18
  88 -0.10 -0.01 -0.05
  89 -0.55 -0.57 -0.75
  90 0.03 0.33 0.30
  91 -0.51 -0.66 -0.68
  92 -0.37 -0.32 -0.36
  93 -0.20 0.01 -0.03
  94 -0.31 -0.04 -0.06
  95 -0.48 -0.24 -0.28
  96 -0.50 -0.13 -0.23
  97 -0.17 0.05 0.04
  98 -0.83 -0.80 -0.79
  99 -0.57 -0.43 -0.42
 100 -0.22 -0.24 -0.20
 102 0.01 0.03 0.03
 103 -0.62 -0.50 -0.44
 104 -0.20 -0.32 -0.20
 105 -0.16 -0.17 -0.14
 106 -0.07 -0.44 -0.33
 107 -0.58 -0.45 -0.50
 108 0.16 0.18 0.14
 109 -0.30 -0.34 -0.30
 110 0.25 0.57 0.50
 111 0.63 0.32 0.39
 112 0.12 0.10 0.08
 113 0.71 0.50 0.63
 114 -0.02 0.15 0.10
 115 0.08 -0.08 -0.04
 116 0.19 0.24 0.21
 117 -0.33 -0.16 -0.22
 118 0.04 0.21 0.15
 119 -0.22 0.03 0.02
 121 0.01 -0.09 -0.10
 122 0.28 0.03 0.05
 123 -0.23 0.03 -0.06
 124 0.57 0.53 0.51
 125 0.21 0.37 0.32
 126 -0.05 0.00 -0.01
 127 -0.74 -0.87 -0.80
 129 -1.30 -1.25 -1.23
 130 -0.21 -0.42 -0.43
 131 -0.65 -0.88 -0.72
 132 -0.28 -0.27 -0.26
 133 0.32 0.21 0.20
 134 -1.41 -1.77 -1.52
 135 0.40 0.48 0.43
 136 0.12 0.47 0.40
 137 -0.93 -0.89 -0.88
 139 -1.39 -1.15 -1.16
 140 0.02 0.30 0.22
 141 -0.00 -0.25 -0.28
 142 -0.37 -0.10 -0.15
 143 0.96 0.96 0.97
 144 -2.52 -2.09 -2.15
 145 0.06 0.04 0.03
 147 -0.22 0.18 -0.03
 148 -0.02 0.04 0.02
 149 -0.54 -0.62 -0.57
 150 -0.08 0.05 0.01
 151 -0.37 -0.40 -0.42
 153 1.36 1.34 1.19
 154 -0.47 -0.39 -0.34
 155 -0.18 -0.24 -0.23
 156 -0.36 -0.51 -0.43
 157 -0.01 0.17 0.11
 159 -0.16 -0.06 -0.12
 161 0.14 0.26 0.19
 164 -0.32 0.46 0.32
 166 -0.21 -0.19 -0.22
 167 -0.26 -0.14 -0.13
 168 0.16 0.06 0.06
 169 0.25 0.31 0.28
 170 -0.56 -0.43 -0.46
 171 -0.15 -0.12 -0.06
 172 -0.94 -1.01 -0.96
 174 -0.11 -0.15 -0.11
 176 -0.78 -0.41 -0.47
 177 -1.53 -1.30 -1.32
 178 -0.59 -0.58 -0.58
 180 0.73 0.54 0.49
 181 -0.09 -0.12 -0.06
 182 0.54 0.56 0.53
 183 1.23 0.84 0.94
 184 0.59 0.94 0.76
 185 1.09 1.50 1.29
 186 -2.68 -2.82 -2.72
 187 0.23 0.28 0.25
 188 0.23 -0.18 -0.11
 189 -0.36 0.06 -0.05
 190 -0.63 -0.48 -0.48
 191 -0.41 -0.21 -0.25
 192 -0.66 -0.72 -0.57
 193 0.04 -0.02 -0.02
 194 -0.25 0.14 0.08
 196 0.95 1.08 0.77
 197 0.47 0.47 0.44
 198 -0.42 -0.41 -0.40
 199 -0.23 -0.37 -0.36
 200 0.61 0.56 0.53
 201 -0.03 -0.58 -0.46
 202 -0.36 -0.51 -0.46
 204 -0.39 0.23 0.08
 205 -0.44 -1.26 -0.91
 206 0.50 -0.29 -0.03
 208 -0.16 0.18 0.07
 209 0.52 0.03 0.21
 210 0.22 0.21 0.23
 211 0.12 0.25 0.33
 212 0.10 1.88 1.33
 214 0.97 0.76 0.79
 215 -0.07 0.06 0.02
 216 0.54 0.71 0.68
 217 1.61 1.64 1.58
 218 -0.41 -0.22 -0.26
 220 0.42 0.02 0.15
 221 0.38 0.55 0.48
 223 0.88 0.82 0.86
 224 0.56 0.55 0.56
 225 -1.46 -1.28 -1.31
 227 -0.30 -0.22 -0.22
 228 0.03 0.10 0.12
 229 -0.53 -0.48 -0.44
 230 0.02 -0.17 -0.14
 231 0.09 0.15 0.14
 232 0.04 -0.28 -0.17
 233 0.21 0.38 0.35
 234 -0.30 -0.74 -0.56
 235 0.16 0.04 0.09
 236 -0.37 -0.38 -0.37
 237 0.11 0.14 0.14
 238 -1.76 -1.77 -1.58
 241 -0.84 -0.83 -0.77
 242 -1.61 -1.62 -1.59
 243 0.01 0.09 -0.00
 244 -0.33 -0.18 -0.19
 245 -0.71 -0.51 -0.59
 248 0.93 0.73 0.78
 249 0.04 0.15 0.06
 250 -0.65 -0.40 -0.45
 251 -1.13 -0.72 -0.81
 252 -1.40 -0.89 -0.92
 253 -1.12 -0.74 -0.70
 255 0.07 -0.04 -0.01
 256 -0.80 -0.70 -0.73
 257 -0.21 -0.21 -0.25
 258 -0.32 -0.19 -0.23
 259 -0.19 -0.02 -0.07
 260 -0.23 -0.07 -0.09
 261 -0.35 -0.50 -0.44
 262 -0.03 0.01 -0.08
 263 -1.88 -1.49 -1.47
 264 0.70 0.77 0.77
 265 -0.27 -0.28 -0.19
 266 -0.13 -0.06 -0.08
 267 -0.16 -0.11 -0.08
 270 -0.13 -0.14 -0.15
 271 -0.27 -0.36 -0.35
 272 -1.52 -1.29 -1.12
 273 0.95 1.72 1.11
 276 -0.12 0.06 0.05
 277 0.34 0.38 0.34
 281 0.08 0.20 0.18
 282 -0.72 -0.36 -0.39
 283 1.15 0.84 0.88
 284 -0.09 -0.05 -0.06
 285 -0.19 0.09 0.01
 286 -0.69 -0.24 -0.37
 287 -0.15 -0.19 -0.22
 288 -0.51 -0.51 -0.48
 289 -1.07 -0.86 -0.83
 290 -0.29 -0.32 -0.30
 291 -1.10 -0.99 -1.03
 293 0.34 0.15 0.12
 295 -0.44 -0.29 -0.30
 297 0.65 0.51 0.52
 298 -0.07 -0.10 -0.12
 299 1.29 1.17 1.08
 300 -0.20 0.01 -0.04
 301 -0.79 -0.27 -0.31
 303 -0.53 -0.41 -0.44
 304 0.55 0.49 0.48
 305 -0.39 -0.35 -0.33
 306 -0.19 -0.15 -0.17
 307 0.81 0.59 0.69
 309 0.08 0.14 0.13
 310 -0.06 0.04 0.03
 311 -0.03 0.04 0.01
 312 0.28 0.13 0.17
 313 -0.01 0.03 0.05
 315 -0.08 0.02 0.02
 316 -0.17 -0.21 -0.18
 317 0.23 0.23 0.20
 318 -0.16 -0.08 -0.07
 319 -0.39 -0.20 -0.22
 320 -1.75 -1.96 -1.70
 321 -0.30 0.81 0.47
 323 0.21 0.06 0.11
 326 -0.06 -0.14 -0.21
 327 0.28 0.01 0.09
 328 -0.21 0.14 -0.04
 329 -1.07 -1.11 -1.13
 330 5.38 4.98 4.98
 331 -1.25 -0.73 -0.66
 332 -0.66 -0.96 -0.91
 333 0.85 0.87 0.72
 334 1.20 -0.10 0.40
 335 -1.86 -2.48 -2.15
 337 -1.92 -1.59 -1.45
 338 -7.65 -4.71 -5.63
 339 1.86 1.56 1.33
 340 1.57 0.15 0.61
 341 0.42 -0.02 -0.09
 343 0.63 0.33 0.49
 344 -0.58 -1.01 -0.79
 345 -1.89 -1.42 -1.43
 347 0.44 1.16 0.79
 348 0.39 1.59 1.07
 349 -1.10 -1.16 -1.09
 350 -0.56 -0.50 -0.47
 351 -0.28 -0.17 -0.16
 352 -0.41 -0.35 -0.40
 353 0.02 0.11 0.11
 354 -0.39 -0.36 -0.42
 356 -0.58 -0.54 -0.64
 357 -0.46 -0.32 -0.33
 358 -0.24 -0.15 -0.21
 362 -1.60 -1.24 -1.44
 363 -0.73 -0.74 -0.78
 364 -0.85 -0.95 -0.98
 366 0.19 0.07 0.06
 367 0.34 0.81 0.71
 369 0.20 -0.10 0.06
 370 -2.00 -2.31 -2.22
 371 -0.15 0.52 0.51
 373 0.44 0.20 0.24
 374 -1.04 -1.31 -1.24
 375 0.33 0.32 0.26
 376 -0.74 -0.88 -0.91
 377 -0.37 -0.17 -0.15
 378 1.12 0.95 0.93
 379 0.25 0.76 0.59
 381 0.03 -0.08 0.00
 382 0.59 0.42 0.53
 383 1.96 1.25 1.42
 385 -0.79 -0.36 -0.45
 386 -0.42 0.08 -0.03
 387 -0.05 0.06 0.04
 389 -1.20 -1.19 -1.08
 390 -2.00 -2.19 -2.00
 391 -0.05 -0.05 0.01
 393 0.22 0.29 0.28
 394 -0.81 -0.57 -0.81
 395 1.10 0.86 0.93
 396 -0.07 0.33 0.27
 397 0.79 0.81 0.85
 399 0.11 -0.01 -0.00
 401 0.55 0.34 0.34
 402 0.17 -0.10 -0.10
 403 0.56 0.40 0.47
 404 -0.37 -0.23 -0.22
 405 0.05 0.30 0.20
 406 -0.63 -0.13 -0.17
 410 -0.27 -0.28 -0.26
 411 -0.06 -0.09 -0.10
 412 0.93 0.81 0.80
 413 0.24 0.08 0.14
 415 -0.59 -0.73 -0.65
 416 0.65 0.41 0.42
 417 -0.01 0.07 0.05
 418 -1.13 -1.13 -1.04
 419 0.11 -0.06 0.03
 420 0.30 0.68 0.56
 421 0.31 0.16 0.25
 422 -0.21 -0.28 -0.27
 423 -0.33 -0.35 -0.23
 424 0.89 1.30 0.92
 425 1.40 0.78 0.89
 426 -0.26 -0.22 -0.21
 427 0.23 0.21 0.19
 428 0.58 0.57 0.57
 429 1.13 0.78 0.86
 430 -0.97 -0.71 -0.68
 431 -0.48 -0.55 -0.49
 432 0.03 0.14 0.13
 433 0.64 0.63 0.57
 434 -0.33 -0.31 -0.29
 435 -0.26 -0.42 -0.36
 436 0.72 0.18 0.32
 437 -0.23 -0.02 -0.08
 438 0.20 0.16 0.18
 439 -0.29 -0.24 -0.22
 440 -0.30 -0.36 -0.30
 441 0.11 -0.09 -0.03
 442 0.68 0.49 0.47
 443 0.80 0.67 0.65
 444 -0.49 -0.40 -0.38
 445 -0.04 -0.07 -0.06
 448 0.46 0.54 0.48
 450 -0.52 0.17 0.00
 451 0.05 0.01 0.05
 453 0.20 0.12 0.24
 454 0.24 0.53 0.49
 456 0.27 0.30 0.27
 457 -0.15 -0.13 -0.12
 458 0.47 0.68 0.54
 459 0.42 -0.12 0.03
 460 -0.45 -0.34 -0.34
 461 2.48 1.95 2.04
 462 1.74 1.23 1.50
 463 -0.23 -0.29 -0.28
 464 0.55 -0.15 -0.08
 465 0.93 0.52 0.51
 466 1.27 1.59 1.44
 467 0.46 -0.11 -0.02
 468 -0.57 -0.55 -0.53
 469 0.33 0.07 0.14
 470 -0.29 -0.34 -0.36
 471 0.30 0.41 0.38
 472 -0.00 0.32 0.29
 473 -0.33 -0.37 -0.33
 475 -0.32 0.07 0.02
 476 0.64 0.49 0.47
 477 -0.25 -0.15 -0.11
 478 -0.56 -0.50 -0.48
 479 0.03 -0.02 -0.08
 480 -0.20 -0.10 -0.09
 481 0.58 0.27 0.33
 484 -1.48 -1.75 -1.53
 485 -0.27 0.04 -0.08
 486 0.63 0.75 0.85
 488 0.62 0.03 0.16
 489 -0.05 0.23 0.24
 490 -0.64 -0.41 -0.40
 491 -0.31 -0.67 -0.56
 492 0.29 0.36 0.41
 493 -0.48 -0.37 -0.42
 494 -1.06 -0.81 -0.91
 495 -1.27 -0.47 -0.82
 496 -0.30 -0.15 -0.17
 498 -0.73 -0.77 -0.60
 499 0.02 0.13 0.13
 500 -2.66 -2.01 -2.07
 501 -0.02 -0.39 -0.40
 502 0.03 -0.25 -0.15
 503 -0.30 -0.16 -0.23
 504 -0.18 -0.50 -0.36
 505 -0.21 0.02 -0.06
 506 -0.31 -0.44 -0.39
 507 -0.75 -0.88 -0.79
 508 0.67 0.79 0.73
 509 0.25 0.33 0.33
 510 -1.00 -0.81 -0.83
 511 -0.21 -0.47 -0.37
 513 -0.00 0.10 0.10
 514 -0.42 -0.26 -0.26
 515 -0.40 -0.29 -0.33
 516 0.62 0.78 0.81
 517 1.97 0.39 0.68
 518 1.07 1.57 1.42
 519 -0.07 -0.64 -0.49
 520 1.31 0.39 0.46
 521 0.49 0.19 0.25
 522 0.62 0.56 0.60
 523 -2.21 -3.11 -2.55
 524 -2.00 -0.46 -0.63
 525 2.07 1.91 1.87
 526 -3.81 -2.55 -2.81
 527 -2.72 -2.47 -2.28
 528 -0.49 -0.16 -0.41
 529 0.60 0.12 -0.04
 530 -0.41 -0.12 -0.17
 531 -0.66 -0.49 -0.55
 533 -0.25 -0.11 -0.14
 534 -0.46 -0.42 -0.39
 535 -0.75 -0.73 -0.64
 536 -0.38 -0.05 -0.09
 537 0.78 0.71 0.58
 538 0.18 0.22 0.24
 540 1.31 1.10 1.16
 541 1.12 0.79 0.89
 542 0.76 0.45 0.47
 544 0.14 0.29 0.27
 546 -0.59 -0.45 -0.49
