#ID  HF   MP2  CCSD(T)
1422 0.00 0.00 0.00
6648 0.00 0.00 0.00
1186 0.00 0.00 0.00
 929 0.00 0.00 0.00
2721 0.00 0.00 0.00
1859 0.00 0.00 0.00
4078 0.00 0.00 0.00
6262 0.00 0.00 0.00
2255 0.00 0.00 0.00
  40 0.00 0.00 0.00
1661 0.00 0.00 0.00
5041 0.00 0.00 0.00
6315 0.00 0.00 0.00
3899 0.00 0.00 0.00
 810 0.00 0.00 0.00
3392 0.00 0.00 0.00
3626 0.00 0.00 0.00
6814 0.00 0.00 0.00
7145 0.00 0.00 0.00
  32 0.00 0.00 0.00
2628 0.00 0.00 0.00
 195 0.00 0.00 0.00
3916 0.00 0.00 0.00
5482 0.00 0.00 0.00
5600 0.00 0.00 0.00
5705 0.00 0.00 0.00
 120 0.00 0.00 0.00
3895 0.00 0.00 0.00
6676 0.00 0.00 0.00
3212 0.00 0.00 0.00
 162 0.00 0.00 0.00
6427 0.00 0.00 0.00
1781 0.00 0.00 0.00
1802 0.00 0.00 0.00
5433 0.00 0.00 0.00
 222 0.00 0.00 0.00
2044 0.00 0.00 0.00
1934 0.00 0.00 0.00
5121 0.00 0.00 0.00
7198 0.00 0.00 0.00
5150 0.00 0.00 0.00
4112 0.00 0.00 0.00
 652 0.00 0.00 0.00
6962 0.00 0.00 0.00
6350 0.00 0.00 0.00
4107 0.00 0.00 0.00
2438 0.00 0.00 0.00
1983 0.00 0.00 0.00
1529 0.00 0.00 0.00
1194 0.00 0.00 0.00
5743 0.00 0.00 0.00
6508 0.00 0.00 0.00
4293 0.00 0.00 0.00
4948 0.00 0.00 0.00
6616 0.00 0.00 0.00
4408 0.00 0.00 0.00
2022 0.00 0.00 0.00
2444 0.00 0.00 0.00
2975 0.00 0.00 0.00
6498 0.00 0.00 0.00
4104 0.00 0.00 0.00
2020 0.00 0.00 0.00
4606 0.00 0.00 0.00
 672 0.00 0.00 0.00
6993 0.00 0.00 0.00
2400 0.00 0.00 0.00
5155 0.00 0.00 0.00
2747 0.00 0.00 0.00
1127 0.00 0.00 0.00
3325 0.00 0.00 0.00
2437 0.00 0.00 0.00
1743 0.00 0.00 0.00
1366 0.00 0.00 0.00
2543 0.00 0.00 0.00
6812 0.00 0.00 0.00
2558 0.00 0.00 0.00
4941 0.00 0.00 0.00
1503 0.00 0.00 0.00
6524 0.00 0.00 0.00
1037 0.00 0.00 0.00
3808 0.00 0.00 0.00
3745 0.00 0.00 0.00
2330 0.00 0.00 0.00
1449 0.00 0.00 0.00
3308 0.00 0.00 0.00
2627 0.00 0.00 0.00
 694 0.00 0.00 0.00
1793 0.00 0.00 0.00
 264 0.00 0.00 0.00
5056 0.00 0.00 0.00
6672 0.00 0.00 0.00
 567 0.00 0.00 0.00
6475 0.00 0.00 0.00
6180 0.00 0.00 0.00
 262 0.00 0.00 0.00
3066 0.00 0.00 0.00
2626 0.00 0.00 0.00
3815 0.00 0.00 0.00
1086 0.00 0.00 0.00
3824 0.00 0.00 0.00
7002 0.00 0.00 0.00
2767 0.00 0.00 0.00
3302 0.00 0.00 0.00
3422 0.00 0.00 0.00
 206 0.00 0.00 0.00
6084 0.00 0.00 0.00
6025 0.00 0.00 0.00
4050 0.00 0.00 0.00
2895 0.00 0.00 0.00
6361 0.00 0.00 0.00
1014 0.00 0.00 0.00
 600 0.00 0.00 0.00
4898 0.00 0.00 0.00
6044 0.00 0.00 0.00
2285 0.00 0.00 0.00
1838 0.00 0.00 0.00
4182 0.00 0.00 0.00
5909 0.00 0.00 0.00
6665 0.00 0.00 0.00
3437 0.00 0.00 0.00
 891 0.00 0.00 0.00
 971 0.00 0.00 0.00
1958 0.00 0.00 0.00
6452 0.00 0.00 0.00
5001 0.00 0.00 0.00
4120 0.00 0.00 0.00
1175 0.00 0.00 0.00
 448 0.00 0.00 0.00
5019 0.00 0.00 0.00
1082 0.00 0.00 0.00
7172 0.00 0.00 0.00
7119 0.00 0.00 0.00
2694 0.00 0.00 0.00
6521 0.00 0.00 0.00
4917 0.00 0.00 0.00
6454 0.00 0.00 0.00
5502 0.00 0.00 0.00
4605 0.00 0.00 0.00
5698 0.00 0.00 0.00
5312 0.00 0.00 0.00
 816 0.00 0.00 0.00
1917 0.00 0.00 0.00
2031 0.00 0.00 0.00
  69 0.00 0.00 0.00
4178 0.00 0.00 0.00
4848 0.00 0.00 0.00
2457 0.00 0.00 0.00
5876 0.00 0.00 0.00
2188 0.00 0.00 0.00
6291 0.00 0.00 0.00
2724 0.00 0.00 0.00
 144 0.00 0.00 0.00
1883 0.00 0.00 0.00
 521 0.00 0.00 0.00
5669 0.00 0.00 0.00
2262 0.00 0.00 0.00
1936 0.00 0.00 0.00
3175 0.00 0.00 0.00
 260 0.00 0.00 0.00
5479 0.00 0.00 0.00
7111 0.00 0.00 0.00
1450 0.00 0.00 0.00
1804 0.00 0.00 0.00
1109 0.00 0.00 0.00
7021 0.00 0.00 0.00
2250 0.00 0.00 0.00
2151 0.00 0.00 0.00
3217 0.00 0.00 0.00
3092 0.00 0.00 0.00
6137 0.00 0.00 0.00
2987 0.00 0.00 0.00
 145 0.00 0.00 0.00
1547 0.00 0.00 0.00
5165 0.00 0.00 0.00
3189 0.00 0.00 0.00
5325 0.00 0.00 0.00
5260 0.00 0.00 0.00
1567 0.00 0.00 0.00
 837 0.00 0.00 0.00
1479 0.00 0.00 0.00
2461 0.00 0.00 0.00
4887 0.00 0.00 0.00
7104 0.00 0.00 0.00
5836 0.00 0.00 0.00
2911 0.00 0.00 0.00
6899 0.00 0.00 0.00
6045 0.00 0.00 0.00
2919 0.00 0.00 0.00
5516 0.00 0.00 0.00
5370 0.00 0.00 0.00
5331 0.00 0.00 0.00
4454 0.00 0.00 0.00
6721 0.00 0.00 0.00
 998 0.00 0.00 0.00
3522 0.00 0.00 0.00
 403 0.00 0.00 0.00
5911 0.00 0.00 0.00
1597 0.00 0.00 0.00
1451 0.00 0.00 0.00
 140 0.00 0.00 0.00
6466 0.00 0.00 0.00
6233 0.00 0.00 0.00
5729 0.00 0.00 0.00
1458 0.00 0.00 0.00
1311 0.00 0.00 0.00
6116 0.00 0.00 0.00
3547 0.00 0.00 0.00
3022 0.00 0.00 0.00
6623 0.00 0.00 0.00
1100 0.00 0.00 0.00
1025 0.00 0.00 0.00
4079 0.00 0.00 0.00
3174 0.00 0.00 0.00
3183 0.00 0.00 0.00
3660 0.00 0.00 0.00
6800 0.00 0.00 0.00
6132 0.00 0.00 0.00
  78 0.00 0.00 0.00
2664 0.00 0.00 0.00
 318 0.00 0.00 0.00
1236 0.00 0.00 0.00
4447 0.00 0.00 0.00
6538 0.00 0.00 0.00
3967 0.00 0.00 0.00
5204 0.00 0.00 0.00
3249 0.00 0.00 0.00
5384 0.00 0.00 0.00
3915 0.00 0.00 0.00
5171 0.00 0.00 0.00
2914 0.00 0.00 0.00
3507 0.00 0.00 0.00
3404 0.00 0.00 0.00
5686 0.00 0.00 0.00
3541 0.00 0.00 0.00
2356 0.00 0.00 0.00
4061 0.00 0.00 0.00
1031 0.00 0.00 0.00
6158 0.00 0.00 0.00
4893 0.00 0.00 0.00
3122 0.00 0.00 0.00
5123 0.00 0.00 0.00
6311 0.00 0.00 0.00
3476 0.00 0.00 0.00
5270 0.00 0.00 0.00
2481 0.00 0.00 0.00
3104 0.00 0.00 0.00
4444 0.00 0.00 0.00
1494 0.00 0.00 0.00
5908 0.00 0.00 0.00
3367 0.00 0.00 0.00
2392 0.00 0.00 0.00
 265 0.00 0.00 0.00
 639 0.00 0.00 0.00
4736 0.00 0.00 0.00
2890 0.00 0.00 0.00
6151 0.00 0.00 0.00
5084 0.00 0.00 0.00
5227 0.00 0.00 0.00
3063 0.00 0.00 0.00
1457 0.00 0.00 0.00
6238 0.00 0.00 0.00
6701 0.00 0.00 0.00
6535 0.00 0.00 0.00
5493 0.00 0.00 0.00
 888 0.00 0.00 0.00
6585 0.00 0.00 0.00
2984 0.00 0.00 0.00
2623 0.00 0.00 0.00
1615 0.00 0.00 0.00
 922 0.00 0.00 0.00
6336 0.00 0.00 0.00
3240 0.00 0.00 0.00
2239 0.00 0.00 0.00
6734 0.00 0.00 0.00
5769 0.00 0.00 0.00
4131 0.00 0.00 0.00
 188 0.00 0.00 0.00
3974 0.00 0.00 0.00
1224 0.00 0.00 0.00
3329 0.00 0.00 0.00
5969 0.00 0.00 0.00
6618 0.00 0.00 0.00
2493 0.00 0.00 0.00
 659 0.00 0.00 0.00
 379 0.00 0.00 0.00
6523 0.00 0.00 0.00
7081 0.00 0.00 0.00
1719 0.00 0.00 0.00
 743 0.00 0.00 0.00
4106 0.00 0.00 0.00
1273 0.00 0.00 0.00
4800 0.00 0.00 0.00
6154 0.00 0.00 0.00
3487 0.00 0.00 0.00
 584 0.00 0.00 0.00
6570 0.00 0.00 0.00
 457 0.00 0.00 0.00
4992 0.00 0.00 0.00
1177 0.00 0.00 0.00
1744 0.00 0.00 0.00
3055 0.00 0.00 0.00
5320 0.00 0.00 0.00
1685 0.00 0.00 0.00
6943 0.00 0.00 0.00
7048 0.00 0.00 0.00
4700 0.00 0.00 0.00
1464 0.00 0.00 0.00
 547 0.00 0.00 0.00
6416 0.00 0.00 0.00
2726 0.00 0.00 0.00
2136 0.00 0.00 0.00
5291 0.00 0.00 0.00
5849 0.00 0.00 0.00
5999 0.00 0.00 0.00
2362 0.00 0.00 0.00
 932 0.00 0.00 0.00
5417 0.00 0.00 0.00
2450 0.00 0.00 0.00
  36 0.00 0.00 0.00
 569 0.00 0.00 0.00
5275 0.00 0.00 0.00
 917 0.00 0.00 0.00
5167 0.00 0.00 0.00
4909 0.00 0.00 0.00
5021 0.00 0.00 0.00
1171 0.00 0.00 0.00
1524 0.00 0.00 0.00
3002 0.00 0.00 0.00
1393 0.00 0.00 0.00
4849 0.00 0.00 0.00
3830 0.00 0.00 0.00
   8 0.00 0.00 0.00
3627 0.00 0.00 0.00
 340 0.00 0.00 0.00
2225 0.00 0.00 0.00
2064 0.00 0.00 0.00
   9 0.00 0.00 0.00
3677 0.00 0.00 0.00
2084 0.00 0.00 0.00
2288 0.00 0.00 0.00
3657 0.00 0.00 0.00
 762 0.00 0.00 0.00
6394 0.00 0.00 0.00
4493 0.00 0.00 0.00
5781 0.00 0.00 0.00
5012 0.00 0.00 0.00
1618 0.00 0.00 0.00
2198 0.00 0.00 0.00
3029 0.00 0.00 0.00
4907 0.00 0.00 0.00
3319 0.00 0.00 0.00
5471 0.00 0.00 0.00
5465 0.00 0.00 0.00
4026 0.00 0.00 0.00
3570 0.00 0.00 0.00
1391 0.00 0.00 0.00
1520 0.00 0.00 0.00
1892 0.00 0.00 0.00
5446 0.00 0.00 0.00
 238 0.00 0.00 0.00
2325 0.00 0.00 0.00
5032 0.00 0.00 0.00
1823 0.00 0.00 0.00
2918 0.00 0.00 0.00
2705 0.00 0.00 0.00
6730 0.00 0.00 0.00
2407 0.00 0.00 0.00
1563 0.00 0.00 0.00
6952 0.00 0.00 0.00
5101 0.00 0.00 0.00
1447 0.00 0.00 0.00
4328 0.00 0.00 0.00
6170 0.00 0.00 0.00
5543 0.00 0.00 0.00
5627 0.00 0.00 0.00
6977 0.00 0.00 0.00
1583 0.00 0.00 0.00
4657 0.00 0.00 0.00
5126 0.00 0.00 0.00
3279 0.00 0.00 0.00
1468 0.00 0.00 0.00
   1 0.00 0.00 0.00
3844 0.00 0.00 0.00
 902 0.00 0.00 0.00
 395 0.00 0.00 0.00
3697 0.00 0.00 0.00
4448 0.00 0.00 0.00
3721 0.00 0.00 0.00
4625 0.00 0.00 0.00
2608 0.00 0.00 0.00
 466 0.00 0.00 0.00
 231 0.00 0.00 0.00
5334 0.00 0.00 0.00
5653 0.00 0.00 0.00
4443 0.00 0.00 0.00
4247 0.00 0.00 0.00
 560 0.00 0.00 0.00
5235 0.00 0.00 0.00
5971 0.00 0.00 0.00
3886 0.00 0.00 0.00
3310 0.00 0.00 0.00
 202 0.00 0.00 0.00
6134 0.00 0.00 0.00
7024 0.00 0.00 0.00
6090 0.00 0.00 0.00
6630 0.00 0.00 0.00
 817 0.00 0.00 0.00
4282 0.00 0.00 0.00
3427 0.00 0.00 0.00
2368 0.00 0.00 0.00
1081 0.00 0.00 0.00
6043 0.00 0.00 0.00
6526 0.00 0.00 0.00
 216 0.00 0.00 0.00
 513 0.00 0.00 0.00
1896 0.00 0.00 0.00
 490 0.00 0.00 0.00
3439 0.00 0.00 0.00
2283 0.00 0.00 0.00
 429 0.00 0.00 0.00
4155 0.04 -0.24 -0.26
3359 -0.19 -1.07 -0.75
4487 0.36 0.50 0.49
2428 -2.23 -2.05 -2.13
5599 -1.09 -0.84 -0.78
3549 0.18 -0.28 -0.24
4865 1.28 1.11 1.13
6486 4.15 3.18 3.10
4556 -0.59 -0.55 -0.77
3885 0.26 0.28 0.32
6070 1.11 0.90 0.92
6223 -1.51 -1.42 -1.36
3978 0.44 0.41 0.35
6682 -5.48 -5.21 -5.11
1840 0.10 0.49 0.38
7093 4.47 5.05 4.60
3253 -0.06 -0.25 -0.23
5141 1.69 1.82 1.75
 809 -0.03 0.02 0.04
6447 -0.53 -0.41 -0.38
3044 -0.58 -0.31 -0.26
2115 0.24 0.13 0.15
2348 0.04 0.02 0.09
5015 2.38 1.20 1.48
3094 -4.44 -2.26 -2.59
6810 0.27 0.37 0.41
6022 -0.14 -0.13 -0.16
1566 0.47 0.42 0.31
1052 1.84 0.14 0.85
 923 -0.86 -0.31 -0.47
5926 0.95 0.78 0.77
1232 -0.78 -0.73 -0.74
4955 15.59 8.33 10.08
4133 0.06 -0.00 0.03
 937 -0.18 0.27 0.12
3106 1.91 2.03 2.00
3287 1.17 1.03 1.02
5538 -1.24 -1.84 -1.83
1558 0.71 1.51 1.73
6984 -1.05 0.57 0.09
3376 -0.42 -0.40 -0.28
3993 0.36 0.52 0.47
2722 0.17 0.13 0.07
4544 0.04 -0.13 -0.13
6668 2.46 2.30 2.27
 824 -0.42 -0.45 -0.44
2913 -1.08 -1.46 -1.34
3216 -1.99 -1.60 -1.73
 527 -2.44 -1.11 -1.12
6374 -0.19 0.61 0.47
1588 -1.03 -0.74 -1.36
6096 2.70 3.16 2.87
6629 0.48 -0.58 -0.28
 866 0.72 0.68 0.65
3397 1.90 2.21 2.10
5307 0.10 -0.08 -0.40
6333 -0.37 -0.39 -0.28
6453 -1.15 -1.27 -1.21
 631 -0.26 -0.28 -0.26
1257 0.64 0.58 0.59
 894 0.07 0.20 0.18
2367 0.66 0.49 0.46
2238 -0.96 -0.98 -1.01
 502 0.00 -0.24 -0.17
6782 -0.80 -0.07 0.15
 114 -0.34 -0.22 -0.24
 472 0.50 0.79 0.72
5682 0.05 -0.18 -0.21
2123 -0.34 -0.08 -0.13
2909 0.29 0.37 0.28
1206 -0.31 -0.47 -0.40
2647 0.05 -0.14 -0.07
2996 0.08 -0.50 -0.35
3968 -0.19 -0.22 -0.17
2169 0.55 0.44 0.45
6254 0.38 0.49 0.37
1180 -0.82 -0.39 -0.65
4147 -0.78 -0.63 -0.61
4203 -0.04 0.03 -0.03
4427 -1.46 -0.87 -0.97
4295 0.23 -0.11 -0.02
5581 1.05 0.38 0.64
2845 1.60 2.06 1.88
6788 0.23 0.46 0.38
5146 2.10 1.94 2.04
3328 0.22 0.89 0.61
3985 -0.05 0.01 -0.04
6643 -1.86 -1.22 -1.36
5498 0.14 0.13 0.12
5726 1.94 0.15 0.28
5454 -0.35 -0.03 -0.07
4204 -0.73 -0.24 -0.18
6997 -0.94 -0.90 -0.76
4575 -1.06 -0.85 -1.14
 510 -0.66 -0.64 -0.64
1526 13.57 12.84 12.94
5302 -0.30 -1.19 -0.89
4607 3.14 1.55 2.00
6397 0.00 0.08 0.06
4431 0.74 0.80 0.75
5075 -1.06 -1.04 -1.01
4747 0.17 -0.25 -0.08
5956 1.44 0.99 1.03
3448 0.60 0.60 0.64
2419 -2.95 -1.15 -1.35
5424 4.03 1.23 1.61
6998 -1.04 -1.10 -1.03
 540 1.47 1.43 1.38
5221 0.25 0.15 0.09
2144 0.36 0.44 0.41
6152 -0.15 -2.02 -1.54
5629 -1.44 -1.46 -1.52
3342 0.27 0.57 0.39
2446 2.20 1.73 1.84
4028 -0.03 0.04 -0.04
4611 0.55 -0.33 -0.14
2120 -0.75 -0.72 -0.73
5018 -0.32 -0.39 -0.41
2620 -3.09 -2.16 -2.15
3203 1.00 0.68 0.71
2948 0.15 -0.32 -0.20
1790 3.20 2.64 2.75
1093 0.00 0.29 0.14
7091 11.38 8.36 9.03
5889 -14.96 -14.65 -14.71
1888 0.87 0.66 0.64
2175 0.17 0.29 0.22
3773 -0.26 -0.35 -0.28
 696 -0.21 0.03 -0.04
4231 -0.11 -0.17 -0.17
5660 -0.24 -0.63 -0.50
6582 1.53 0.98 1.15
1057 -0.72 -0.49 -0.52
6400 0.83 1.41 1.28
4891 -0.16 -0.04 -0.04
6599 0.03 0.22 -0.12
5787 -0.91 -1.42 -1.17
6603 -4.01 -3.71 -3.84
6576 -0.06 0.53 0.41
2503 1.56 0.65 0.78
4878 -1.56 -2.79 -2.64
2792 -1.05 -0.41 -0.42
3603 0.40 0.42 0.35
6933 -9.50 -6.85 -7.27
2916 -2.69 -0.82 -1.53
4277 0.34 0.74 0.66
2970 -0.53 -0.29 -0.42
4252 0.53 0.43 0.25
4453 -2.00 -1.30 -1.46
3026 0.53 0.18 0.30
3070 0.27 0.51 0.35
3298 -2.28 -1.05 -1.38
4614 5.28 2.82 3.20
3997 -1.18 -0.96 -1.01
1098 -0.36 -0.35 -0.33
6947 1.72 0.55 0.98
1665 -3.77 -3.04 -3.03
4974 1.54 0.98 0.87
3197 -0.33 -0.04 -0.16
3506 -0.34 -0.78 -0.58
 281 0.04 0.11 0.10
3229 -0.67 -0.65 -0.58
2701 -0.30 -0.26 -0.29
 337 -2.34 -1.65 -1.63
2839 -0.21 -0.41 -0.31
 431 -0.60 -0.70 -0.65
3077 1.80 1.63 1.59
4732 -2.03 -1.33 -1.23
4962 0.84 0.92 0.89
6816 -4.38 -4.55 -4.58
6826 1.87 1.57 1.75
2934 -1.81 -1.70 -1.45
4835 -1.04 -1.17 -1.32
3623 -1.50 -1.12 -1.16
  90 -0.63 -0.32 -0.30
6584 0.53 0.01 0.32
3852 0.05 -0.04 -0.10
4475 -0.44 -0.36 -0.47
5354 4.47 1.45 1.78
 813 -0.11 -0.00 0.12
6034 0.59 -0.28 -0.14
2379 -0.01 0.12 0.16
3734 -0.63 -0.74 -0.68
6141 -0.76 -0.20 -0.32
6140 0.39 -0.01 0.06
3733 -0.85 -0.87 -0.86
6966 -0.13 0.66 0.51
6787 -4.75 -3.15 -3.03
5115 -0.84 -0.79 -0.83
5381 2.23 2.50 2.40
 192 -0.18 -0.28 -0.20
5065 -0.32 -0.18 -0.18
2754 0.09 0.07 0.16
4193 -0.23 -0.20 -0.23
5890 -2.47 -1.42 -1.15
 385 -0.64 -0.31 -0.47
5076 -0.48 -0.38 -0.42
 830 -0.15 -0.01 -0.00
 164 -0.29 0.44 0.23
4619 -0.26 -0.49 -0.62
4540 1.49 0.64 0.58
2834 1.40 1.32 1.31
4838 -0.55 0.25 0.09
 566 -1.92 -2.45 -2.32
6939 0.19 4.13 3.69
5393 -0.42 -0.60 -0.35
3304 0.23 0.44 0.41
2842 0.61 0.68 0.57
5774 -3.31 -1.46 -1.78
1396 0.25 -0.02 0.14
 132 -0.47 -0.48 -0.47
1548 -0.41 -0.55 -0.60
1857 0.80 1.90 1.50
2127 0.08 -0.10 -0.09
2459 -0.45 -0.31 -0.30
2836 -0.35 -0.87 -0.54
5684 0.54 0.23 0.43
4162 0.29 0.72 0.56
4455 -0.06 0.30 0.30
1328 -0.50 -0.01 -0.14
5702 -0.28 -0.23 -0.19
1046 -0.30 -0.56 -0.51
   3 -1.03 -0.75 -0.72
2635 0.71 0.66 0.67
4180 -0.23 -0.31 -0.37
3278 -1.17 -1.31 -1.22
5083 -0.45 -0.31 -0.51
5283 -0.41 -0.47 -0.45
5329 -0.86 -0.64 -0.66
6480 0.97 0.80 0.79
4459 0.42 0.45 0.44
1873 -0.33 -0.20 -0.25
3504 -1.16 -0.97 -0.88
4786 -0.10 -0.11 -0.08
2520 -0.69 -0.79 -0.78
2141 -1.29 -0.81 -0.83
3762 0.70 0.32 0.36
2101 0.37 0.58 0.53
  67 -0.00 0.03 0.03
1872 -0.34 -0.33 -0.37
6791 0.66 0.73 0.66
 969 0.91 0.63 0.69
6210 0.78 0.83 0.95
 538 -0.51 -0.60 -0.51
 882 0.68 0.17 0.29
1562 -1.49 -0.67 -1.00
5556 -0.22 -0.24 -0.24
6534 4.47 3.81 3.32
1831 -0.08 -0.19 -0.17
 599 0.78 0.36 0.39
2986 0.74 0.36 0.50
6959 -0.49 -0.37 -0.55
 730 0.01 -0.06 -0.05
6680 -0.47 -0.46 -0.48
6828 1.59 1.19 1.14
1455 0.89 1.80 1.16
6207 -0.01 -0.70 -0.61
3819 -0.10 0.51 0.31
1039 0.04 -0.06 0.05
4698 0.20 0.89 0.87
7067 -0.84 -0.41 -0.54
5551 -0.81 -1.24 -1.18
4270 -0.06 0.51 0.39
 110 -0.11 -0.08 -0.07
2848 3.83 3.02 3.21
 306 -0.31 -0.36 -0.35
6450 -0.91 -1.56 -1.21
7114 2.36 0.33 0.16
4200 0.27 0.99 0.71
 121 -0.44 -0.45 -0.44
6547 2.47 1.58 1.63
6094 -1.29 -0.94 -0.97
2538 -2.14 -1.51 -1.29
4810 -1.34 -1.33 -1.34
4870 0.39 0.43 0.37
2297 -1.45 -1.15 -1.33
6752 0.10 0.37 0.34
 675 -0.62 -0.52 -0.48
2595 0.06 -0.04 -0.05
6683 -1.14 -2.07 -1.74
7113 -0.11 -1.18 -1.08
5000 -1.89 -1.45 -1.45
6737 1.50 1.77 1.77
4495 -0.02 -0.14 -0.10
3305 0.10 0.81 0.53
5842 0.13 -0.06 -0.01
6858 -0.51 -0.53 -0.49
5513 2.03 1.05 1.03
7122 -0.74 -1.38 -1.41
3543 -0.30 -0.17 -0.20
3931 -1.85 -1.39 -1.46
4384 0.32 0.39 0.17
3227 2.13 1.81 1.96
6575 -0.65 -0.54 -0.64
4091 -0.19 -0.19 -0.19
 401 -0.70 -0.78 -0.76
  75 -0.43 -0.23 -0.26
2251 0.72 0.21 0.37
2898 -0.20 -0.32 -0.26
 293 0.39 0.29 0.24
1777 2.34 1.99 2.02
4260 -1.66 -1.21 -1.83
4386 -0.38 -0.29 -0.25
4847 0.25 -0.29 -0.17
6496 2.00 2.75 2.38
3831 1.02 0.45 0.52
7090 -0.19 1.39 0.99
4290 0.90 0.86 0.71
6517 -0.49 -0.08 -0.32
6007 -5.78 -6.60 -6.31
6956 10.22 9.80 9.15
 765 -0.29 -0.46 -0.41
4305 -0.91 -1.15 -1.05
1484 -0.15 0.26 0.08
3136 -1.25 0.02 -0.36
7144 -0.09 0.03 -0.13
5363 0.15 0.33 0.27
5720 -0.20 -0.18 -0.19
5378 1.19 1.05 1.01
3295 0.12 0.17 0.48
2669 -0.56 -0.37 -0.36
2840 -0.96 -1.04 -0.97
7028 -0.75 -0.01 -0.17
4555 11.10 9.85 9.84
1227 -0.04 0.03 0.01
5665 1.04 0.51 0.54
4908 -3.77 -1.99 -1.98
   5 -0.45 -0.28 -0.34
2185 -0.56 -0.72 -0.66
3163 -0.34 -0.38 -0.33
1277 0.55 0.94 0.92
4563 -2.30 -1.37 -1.46
6725 0.28 0.20 0.21
1875 -0.99 0.79 0.50
2523 -4.13 -3.35 -2.91
3035 0.20 0.04 0.15
5672 -0.32 -0.71 -0.63
6625 1.36 0.61 0.93
1946 0.40 0.29 0.31
6318 -0.38 -0.23 -0.28
4167 -0.38 0.09 -0.02
2673 -0.12 -0.34 -0.29
5173 1.26 1.79 1.65
4199 0.45 0.56 0.51
1134 -1.33 -0.72 -0.82
6779 6.04 6.27 5.90
1263 1.16 0.65 1.00
2305 -0.57 -0.39 -0.49
 933 0.37 0.23 0.24
4949 -4.01 -3.34 -3.21
4664 -14.91 -18.03 -16.61
 418 -0.74 -0.86 -0.76
4122 -0.05 0.24 0.11
 530 0.53 0.49 0.48
2402 -1.49 -1.27 -1.23
2559 1.35 0.65 0.79
2614 1.92 1.93 1.77
1339 -0.06 -0.10 -0.06
6763 2.01 1.31 1.41
2666 -0.56 -0.40 -0.41
6307 -1.96 -0.97 -1.13
4773 -0.27 -0.12 -0.04
3155 6.69 5.33 5.19
3331 -1.42 -1.55 -1.31
4536 -0.35 -0.65 -0.47
6586 0.66 0.81 0.81
 410 -0.12 -0.10 -0.08
1164 0.96 -0.14 -0.25
6202 0.04 -0.20 -0.20
6885 -2.71 -2.06 -2.25
2439 -0.08 -0.29 -0.24
1686 2.53 2.47 2.50
6003 -0.29 -0.23 -0.18
3051 -0.47 0.13 -0.03
5831 -1.20 -1.24 -1.18
3572 -0.54 -0.56 -0.56
5827 -1.41 -3.40 -2.97
3939 -2.03 -2.48 -2.60
 184 0.42 0.57 0.39
3729 -0.25 -0.26 -0.25
4817 -1.10 -0.74 -0.79
4569 0.82 -0.16 -0.07
6649 -2.55 -2.23 -2.18
7188 -1.82 -1.04 -1.22
1955 0.49 0.34 0.30
5825 -1.46 -0.24 -0.36
7037 -0.79 -1.25 -1.21
3810 -0.13 0.05 0.12
7035 -1.93 -1.33 -1.04
2027 0.39 0.31 0.29
2355 0.50 0.40 0.40
2884 -0.24 -0.06 -0.32
4396 0.58 0.21 0.31
 759 0.12 0.14 0.12
1301 -0.25 -0.55 -0.43
4214 0.81 0.75 0.69
 344 0.03 -0.27 -0.16
3953 -0.80 -0.84 -0.73
6775 2.96 1.86 1.97
1252 -1.23 -1.33 -1.36
3979 0.37 0.29 0.34
2863 -0.77 -0.41 -0.59
 182 0.47 0.35 0.32
4205 -1.38 -1.24 -1.24
5367 -1.74 -1.74 -1.54
1964 1.26 0.37 0.70
2861 0.77 0.35 0.43
1942 0.45 0.35 0.30
6593 -0.13 0.73 0.44
1729 -0.07 -0.68 -0.46
5071 0.68 0.42 0.56
5678 0.24 0.69 0.55
 454 0.33 0.38 0.38
5765 -0.96 -0.61 -0.54
 681 0.36 0.53 0.49
2176 0.92 0.71 0.78
2983 0.79 0.50 0.56
 159 -0.66 -0.68 -0.63
 224 -0.02 0.02 -0.01
4834 1.01 0.36 0.36
 406 -0.96 -0.67 -0.67
1172 0.48 0.17 -0.07
2333 0.09 -0.11 -0.03
3261 1.25 0.78 0.87
3389 0.15 0.04 0.10
 345 -0.96 -1.28 -1.21
1401 -0.12 -0.03 -0.02
6869 -0.10 0.18 0.02
2790 -0.81 -0.34 -0.35
4542 0.32 -0.11 0.14
1021 0.50 -0.07 0.02
4799 0.53 -0.26 -0.16
5833 -1.39 -1.15 -1.17
3102 0.13 0.25 0.25
2751 -1.06 -1.02 -0.97
6153 0.03 0.22 0.16
4367 0.46 0.43 0.36
1371 -0.66 -0.52 -0.51
6948 2.90 1.95 2.03
4341 0.22 1.20 0.81
5784 0.08 0.25 0.35
1671 3.07 3.08 2.99
2365 -0.32 -0.31 -0.28
5937 0.41 0.29 0.34
 883 1.75 1.47 1.49
2232 -0.57 -1.00 -0.80
4174 -0.55 -0.48 -0.49
6354 -4.52 -5.23 -4.82
4869 -5.54 -4.28 -4.11
5592 -0.93 -1.16 -1.20
3497 -0.61 -0.49 -0.56
5183 1.02 0.93 0.90
1728 -0.51 -0.51 -0.50
3846 0.80 0.42 0.50
2073 -0.17 -0.18 -0.12
3807 -0.83 -0.57 -0.68
5631 0.74 -0.58 -0.12
6777 0.06 0.13 0.04
6161 -2.92 -4.05 -3.45
 905 0.32 0.36 0.28
5294 0.16 -0.12 -0.08
